#,time[sec],x,y,z,qx,qy,qz,qw
1678990971.16084,0.866682576025883,-0.036473601724152,-0.104416458281924,0.0816716409741666,-0.0220116628630685,0.0130276780599166,-0.996331023988994,
1678990971.17084,0.868218355172041,-0.0371130434443036,-0.104397687547436,0.0818704995164373,-0.0219008164995593,0.0122982691974911,-0.996326416452122,
1678990971.18084,0.869924773373892,-0.0377559203332131,-0.104392894230632,0.0820454043355876,-0.0218318450479498,0.0115982306314413,-0.996321937535972,
1678990971.19084,0.871877157202132,-0.0384633005841354,-0.104424072079816,0.0822428863804966,-0.0216467248298661,0.0109680028808197,-0.996316832065358,
1678990971.20084,0.87391911672937,-0.0393169830486976,-0.104480006494271,0.0824689413786983,-0.021431358943434,0.0103295474069025,-0.996309626076193,
1678990971.21084,0.875938413511759,-0.0403046532744053,-0.104509829977642,0.0826721544613222,-0.0212540499157288,0.00961078884622556,-0.996303775450368,
1678990971.22084,0.877966558719199,-0.0414163145004028,-0.104472216039048,0.0828683675580554,-0.0210835307829998,0.00885516162753754,-0.996298100219275,
1678990971.23084,0.880064296719889,-0.0426171940035187,-0.104388387995113,0.0830376889882609,-0.0209240562290281,0.00806636001257869,-0.996294062972655,
1678990971.24084,0.882272520649011,-0.0438896371985348,-0.104261304024313,0.0831646369298459,-0.0207266415661086,0.00737041182100141,-0.996292992308641,
1678990971.25084,0.884598616735009,-0.0452106547672242,-0.104108245916799,0.0832644763768554,-0.0205470941409752,0.00671184418389571,-0.996293026696314,
1678990971.26084,0.886768921413895,-0.0462695481713393,-0.104029407807827,0.0833000839795055,-0.0202976181609059,0.00631170883872534,-0.996297779299712,
1678990971.27084,0.889109684969309,-0.0475813545352051,-0.103929233458387,0.0833879628675673,-0.0200854646395311,0.00579542267644709,-0.996297864513928,
1678990971.28084,0.891374495617991,-0.0489135248852707,-0.10388243097263,0.0834889169285289,-0.0199333865634554,0.0052901618934247,-0.996295275025108,
1678990971.29084,0.893615669039502,-0.0502218474171101,-0.103867705150422,0.0835544301035604,-0.0197864334937072,0.00482284328893295,-0.99629508401993,
1678990971.30084,0.895906726099554,-0.0515315533406654,-0.103879379552442,0.0836217672164721,-0.0196136525062315,0.0044500718422134,-0.996294585724302,
1678990971.31084,0.898200734330305,-0.0528407579871889,-0.103908908194169,0.0836719627886708,-0.0194253318845927,0.00410307678847145,-0.996295550469404,
1678990971.32084,0.900446408867233,-0.0541826974257822,-0.103927603339919,0.0837081865367412,-0.0192485752059575,0.00374843817735488,-0.996297335673694,
1678990971.33084,0.902625122848156,-0.0555572817929068,-0.103926247561985,0.0837513738578688,-0.0190552929922868,0.00338388326542602,-0.996298726547386,
1678990971.34084,0.904766272956353,-0.0569425383431268,-0.103898885652954,0.0837587495717291,-0.0189090393212333,0.0030058404149446,-0.996302105300159,
1678990971.35084,0.906986201838931,-0.0583695205370459,-0.10383354668665,0.0837568368851131,-0.0187724799825229,0.00264136095097577,-0.996305881485517,
1678990971.36084,0.908982119545553,-0.0595523100559786,-0.103919961262333,0.0837550952105156,-0.0185149184937132,0.00228926127805304,-0.996311718842175,
1678990971.37084,0.911235557091658,-0.0609520313695951,-0.103853880927731,0.0837824521088926,-0.0183488334680617,0.00194260847833362,-0.996313227504926,
1678990971.38084,0.913498009227272,-0.0623407229809593,-0.103762768097267,0.0838160671599508,-0.0181830496761254,0.00158959398189559,-0.996314065333461,
1678990971.39084,0.915740661089175,-0.0637107673914204,-0.103681651138726,0.0838399647856915,-0.0179918765646697,0.00126906485637726,-0.996315985095495,
1678990971.40084,0.917984185996124,-0.0650642430348119,-0.103630969725961,0.083865625271308,-0.0178379697231567,0.000921177406380182,-0.996316975247433,
1678990971.41084,0.920217029638021,-0.0663958674993674,-0.103612532435073,0.0839078719793391,-0.0176024800151358,0.000650483275156238,-0.996317820069843,
1678990971.42084,0.922381297714205,-0.0676815443451651,-0.103632306143802,0.0839490963110036,-0.0173699867635827,0.000357582420854569,-0.996318576020347,
1678990971.43084,0.924498702863142,-0.0689697265701716,-0.103631706541266,0.0839779532618188,-0.0171627830265168,5.02483698803929E-05,-0.996319797916232,
1678990971.44084,0.926602084123604,-0.0702590710390343,-0.103613545790047,0.0839959229807114,-0.0169928259808172,-0.000290643844656484,-0.996321155207476,
1678990971.45084,0.928714519704089,-0.0715533907185531,-0.103583094608005,0.0839981284256732,-0.0167976225696448,-0.00062741175483428,-0.99632412429464,
1678990971.46084,0.930704491247351,-0.0727988322085043,-0.103507675104557,0.0839074106011554,-0.0168022085354175,-0.0010023409552654,-0.996331384403378,
1678990971.47084,0.932866048847014,-0.0740793104384693,-0.103485685247776,0.0839420678848199,-0.0166309744791661,-0.00130470133813471,-0.996330988016288,
1678990971.48084,0.935070952191231,-0.0753366734039928,-0.103471140832274,0.0839612972643825,-0.0164588395008199,-0.00161947051408855,-0.9963317642629,
1678990971.49084,0.937294146395897,-0.0765886735066352,-0.103459057181654,0.0839897491204051,-0.0162643304251724,-0.00192522996534414,-0.996332016492541,
1678990971.50084,0.939492632654401,-0.077851321952752,-0.103456279756139,0.0840164712104126,-0.0160988054676309,-0.00225226027204391,-0.996331766206183,
1678990971.51084,0.941653492912513,-0.0791176975772503,-0.103460336547635,0.0840280872905656,-0.0158667978495577,-0.00255110083319765,-0.996333788023286,
1678990971.52084,0.94373557661169,-0.0803907524816164,-0.103481529520958,0.084070072139533,-0.0156781787466933,-0.00286827731374378,-0.996332369576986,
1678990971.53084,0.945806366672295,-0.0816694505977994,-0.103484399855894,0.0840876004741122,-0.015529205625869,-0.00323978543050621,-0.996332084703439,
1678990971.54084,0.947883759468934,-0.0829405573865714,-0.103469920457608,0.0841146728027727,-0.0153623843298695,-0.00356160543418815,-0.996331287240201,
1678990971.55084,0.949956517974573,-0.0841539897429965,-0.103475118236843,0.0841466878354874,-0.0151805097507794,-0.00389112984794555,-0.996330139139899,
1678990971.56084,0.952748890256724,-0.0851989224056818,-0.103043470330246,0.0840756802720623,-0.0150344277219477,-0.00387523303022374,-0.996338410651133,
1678990971.57084,0.955073366714283,-0.0863601471413451,-0.102974919373812,0.0840723563241973,-0.014858729399139,-0.00421198895485732,-0.996339960160078,
1678990971.58084,0.957414871200158,-0.0875417528241796,-0.102915351512115,0.0840916037023954,-0.0147016745773597,-0.00455161169763162,-0.996339172060566,
1678990971.59084,0.959767540834298,-0.0887178607677772,-0.102871411846254,0.0841267361834094,-0.014538747982497,-0.00489946514331294,-0.996336947175772,
1678990971.60084,0.962094760915319,-0.0898928724454027,-0.102832929147081,0.084155890950475,-0.0143819564052866,-0.00524087784516974,-0.996335023246549,
1678990971.61084,0.964406848049941,-0.0910844827305306,-0.102755487051262,0.0841981578516062,-0.0142246565582493,-0.00559186918397583,-0.996331802342586,
1678990971.62084,0.966673869586207,-0.0922554007219736,-0.102682440974459,0.0842297768063543,-0.0140454750300941,-0.0058985516163505,-0.996329903405072,
1678990971.63084,0.968939871830121,-0.093422760558919,-0.102608899431729,0.0842569365607552,-0.0138638052596659,-0.006236822875178,-0.996328091336154,
1678990971.64084,0.971224527189631,-0.0945809745903696,-0.102527614825474,0.0842652881928739,-0.0137255216114703,-0.0065780098994293,-0.996327105446815,
1678990971.65084,0.973526336936115,-0.0957192584121454,-0.102445615644538,0.0842922974687033,-0.0135693985051978,-0.00692723803607726,-0.996324592381843,
1678990971.66084,0.977418007228851,-0.0967845817368258,-0.102163049570304,0.0843063616726953,-0.0135621263302523,-0.00677294996965411,-0.996324562208332,
1678990971.67084,0.980038206107214,-0.0979320261778053,-0.102047041878232,0.084310559667536,-0.0134027218662947,-0.00711217833432103,-0.996324000260188,
1678990971.68084,0.982671916942248,-0.0990982373547278,-0.101925665712573,0.08435771436078,-0.0132371688165275,-0.00742624123581325,-0.996319930710339,
1678990971.69084,0.985305450592325,-0.100260763304236,-0.101801802644855,0.0843677662812002,-0.0130771984960144,-0.00776751828689207,-0.996318589885725,
1678990971.70084,0.987943646785372,-0.10144181326259,-0.10168002624611,0.0843717786052634,-0.0129203689416523,-0.00808400255847427,-0.996317778594777,
1678990971.71084,0.990578679076138,-0.102635241947925,-0.101555982106946,0.0844254367122856,-0.0127308859994368,-0.00837133686069735,-0.996313299568351,
1678990971.72084,0.99317976623052,-0.103772147054255,-0.101435729989574,0.0844585087809552,-0.0125437602999964,-0.00866252115491745,-0.996310380905104,
1678990971.73084,0.995770735325938,-0.104897533426463,-0.101324975598209,0.0844675084513152,-0.0123482045249494,-0.00898469133671926,-0.996309207617104,
1678990971.74084,0.998317006080388,-0.10599491248429,-0.101223750413282,0.0844947015218213,-0.0121970674937338,-0.00930951348872539,-0.996305781333168,
1678990971.75084,1.00083570819074,-0.107070465138489,-0.101131148079395,0.0845210951865907,-0.0120467030281144,-0.00963548460999498,-0.996302272832368,
1678990971.76084,1.00307004557095,-0.108646679370894,-0.101380799264723,0.0844920443953733,-0.0122982392333855,-0.0100188178684806,-0.996297882680761,
1678990971.77084,1.00542200193901,-0.109811737807421,-0.101392427316938,0.0845192336539677,-0.0121252587337318,-0.0103492330608779,-0.996294319274298,
1678990971.78084,1.00777711814179,-0.111015375825702,-0.101403401531713,0.0845425148044182,-0.011934398489988,-0.0106726069078582,-0.996291236930757,
1678990971.79084,1.01009215660531,-0.112216572080342,-0.101423743862828,0.0845850770837438,-0.0117669607226225,-0.0109988353287341,-0.996286067849742,
1678990971.80084,1.0123649403031,-0.113388014551117,-0.101445463909468,0.0846104502637171,-0.0115862874741234,-0.0113380751060013,-0.996282227936256,
1678990971.81084,1.01459530430894,-0.114605494303549,-0.101477542893798,0.0846105346950844,-0.0114051920584048,-0.0117128488628973,-0.996279974798369,
1678990971.82084,1.0168322119678,-0.115877586221839,-0.10149400707677,0.0846199679071447,-0.0112440504070996,-0.0120667165736221,-0.996276782181021,
1678990971.83084,1.01909117452686,-0.117161978399741,-0.101504066655843,0.0846363983936903,-0.0110517931194954,-0.0124132337110119,-0.996273280563433,
1678990971.84084,1.02135461507818,-0.118432445013069,-0.101519825057208,0.0846808274873748,-0.0108997384815283,-0.0127430101797887,-0.996267016842697,
1678990971.85084,1.02363670716443,-0.11969571106588,-0.101527015218727,0.084707757970967,-0.010748691720783,-0.0130845909956345,-0.996261940879155,
1678990971.86084,1.02368514941682,-0.121748830087718,-0.10193044114936,0.0846717077070399,-0.0102457093813234,-0.0130656969979795,-0.996270553070402,
1678990971.87084,1.02562582038591,-0.123160729949012,-0.101997924005432,0.0846899413063739,-0.010124789762546,-0.0134457003995231,-0.996265183379683,
1678990971.88084,1.02760554016692,-0.124609221525551,-0.102042669291003,0.084705552530175,-0.00998724818638141,-0.0138093087618658,-0.996260270830741,
1678990971.89084,1.02959906661468,-0.126094416065498,-0.102084815837129,0.0847412187923209,-0.00977451560488957,-0.0141311844511259,-0.996254834020036,
1678990971.90084,1.03157230359461,-0.127552653633358,-0.10214669483147,0.0847803835704403,-0.00964579394024906,-0.0144707919586372,-0.996247881503896,
1678990971.91084,1.03354961943804,-0.128978801374077,-0.102223184989526,0.0848138540922255,-0.00946650353566952,-0.0148011089614731,-0.996241899660089,
1678990971.92084,1.03552392365168,-0.130432743900755,-0.1023051740766,0.0848501909402512,-0.00928999422890087,-0.015134736391147,-0.996235454528196,
1678990971.93084,1.03749409050102,-0.131875665804321,-0.102374759930588,0.0848689000264836,-0.00911869311802938,-0.0154888766625731,-0.996230000523898,
1678990971.94084,1.03946148681079,-0.133330792820035,-0.102446699077104,0.0849055190072307,-0.00894943103125934,-0.0158245494007013,-0.996223139744603,
1678990971.95084,1.04144640235434,-0.134775669357274,-0.102518538738323,0.084928538531784,-0.00878634460207517,-0.0161466552244777,-0.996217460706472,
1678990971.96084,1.04349055300001,-0.136412865268194,-0.102523484382098,0.0849027629784226,-0.0082939466446928,-0.0165552439554399,-0.996217172701445,
1678990971.97084,1.04554553967884,-0.137899083162086,-0.102569937483537,0.0849443109284589,-0.00810746506675386,-0.0168860355235023,-0.996209613914351,
1678990971.98084,1.04759281298144,-0.139385539124572,-0.102593464559748,0.0849817079401975,-0.00793055982215179,-0.0171999675639974,-0.996202477738473,
1678990971.99084,1.04960837954166,-0.140822296035709,-0.102633750132192,0.0850236083480315,-0.00773916780971601,-0.0175292401690555,-0.99619466824722,
1678990972.00084,1.0516101632749,-0.142261788349533,-0.102673901068101,0.085039814949296,-0.00757052873967073,-0.017866496070014,-0.996188589217007,
1678990972.01084,1.05361187969152,-0.143692530327615,-0.102722959641125,0.0850768582070985,-0.00739952581211145,-0.0182442312823345,-0.996179864904065,
1678990972.02084,1.05564623552449,-0.145124826422282,-0.102783681320507,0.0851135124689788,-0.00722651679114988,-0.018598548061538,-0.996171451839623,
1678990972.03084,1.05770981252694,-0.146569353095837,-0.102842224350307,0.0851393893042535,-0.00702588986839753,-0.0189155246161866,-0.996164707359657,
1678990972.04084,1.05973104224008,-0.148029758078791,-0.102903593984302,0.0851559642994488,-0.0067969114709483,-0.019229190842736,-0.996158873854076,
1678990972.05084,1.06162903846848,-0.149444460752375,-0.103003722499469,0.0851781862312561,-0.0065887207788678,-0.019524330698087,-0.996152631808823,
1678990972.06084,1.06475042832477,-0.150577890124883,-0.102703075129289,0.0851709421495289,-0.00653511652949174,-0.0199491627243671,-0.996145187094685,
1678990972.07084,1.06691264500982,-0.151917085272683,-0.102723252245003,0.0851942087426558,-0.00638702962341908,-0.0202974108218486,-0.99613712297215,
1678990972.08084,1.06913283979841,-0.153241707409402,-0.102720773162306,0.0852202219808984,-0.00624318009350966,-0.0206442340536157,-0.99612868248444,
1678990972.09084,1.07138218602979,-0.15455265426379,-0.102722335957483,0.0852436878357503,-0.00603137021695077,-0.0209331616745678,-0.996121949863456,
1678990972.10084,1.07363461033106,-0.15587735535323,-0.102734587211822,0.085264615890567,-0.00584052001430219,-0.0212437063907524,-0.996114721576677,
1678990972.11084,1.07585904862482,-0.157210547252043,-0.102742169766787,0.0852948259904473,-0.00565414543523229,-0.0215485304106931,-0.996106663031523,
1678990972.12084,1.07806491850135,-0.158523110481753,-0.102750908124362,0.0853166951176827,-0.00548573773673072,-0.0218901234789434,-0.996098283659678,
1678990972.13084,1.08030278664235,-0.159836890114377,-0.102755966348297,0.0853251714780439,-0.00534056078020345,-0.0222285313964112,-0.996090852239269,
1678990972.14084,1.08258020576167,-0.161142129350068,-0.102757988646028,0.0853431011678942,-0.00518241140434139,-0.0225791304741547,-0.996082265961057,
1678990972.15084,1.08489073177416,-0.162456896243981,-0.102746109630283,0.0853654410777926,-0.00501176236294792,-0.0229101268845412,-0.996073666850874,
1678990972.16084,1.08850705432018,-0.16354992013965,-0.102377959884266,0.0854172983313537,-0.0045963128493533,-0.0231722587345521,-0.996065161261603,
1678990972.17084,1.09095775641654,-0.164811385240608,-0.102313338149773,0.0854525119605218,-0.00440475944884278,-0.0235142710179703,-0.996054991128667,
1678990972.18084,1.09332825751479,-0.166048296540767,-0.102258641614114,0.0854994467007304,-0.00418995369530512,-0.0238618013249995,-0.996043625219009,
1678990972.19084,1.09568455971893,-0.167284345568173,-0.102218787836693,0.0855147709200501,-0.00402610198735337,-0.0242361695846174,-0.996033946480312,
1678990972.20084,1.09808873026578,-0.168544229402538,-0.102166541947011,0.0855193843617229,-0.00386687640232442,-0.024602437350385,-0.996025201609729,
1678990972.21084,1.10054439487334,-0.169816217174517,-0.102116373235676,0.0855492859952667,-0.00369750811160796,-0.0249478552984313,-0.996014684939672,
1678990972.22084,1.10301540037307,-0.171103194249998,-0.102064133384268,0.0855759942357436,-0.00352716673662923,-0.025289373667678,-0.996004395514835,
1678990972.23084,1.10547995575275,-0.172390738172451,-0.102007529639148,0.0855656836603095,-0.00338346297137204,-0.0256599845672211,-0.995996300771281,
1678990972.24084,1.10791642863766,-0.17367125705811,-0.101954116242364,0.0855894926504885,-0.00321910194510894,-0.0259713344760629,-0.995986729789123,
1678990972.25084,1.11033661013776,-0.174948995957397,-0.101909944610588,0.0855900793678855,-0.00306451341954544,-0.0263388590219026,-0.99597751559798,
1678990972.26084,1.11215998505126,-0.176289607766565,-0.101847510506285,0.085544389747055,-0.00328301128314618,-0.0267105288403217,-0.995970846395008,
