Time,Orientation Speed In Current Wobj,Speed In Current Wobj,Maximum Linear Acceleration In World,Orientation\Q1 In Current Wobj,Orientation\Q2 In Current Wobj,Orientation\Q3 In Current Wobj,Orientation\Q4 In Current Wobj,Position\X Position In Current Wobj,Position\Y Position In Current Wobj,Position\Z Position In Current Wobj
4.476,39.3825224146458,399.983406066895,8656.47888183594,0.235961407423019,-0.486173242330551,-0.841402232646942,-0.000211205042432994,-1417.51933097839,504.773199558258,365.494638681412
4.5,39.3828946599556,399.984270334244,8656.47888183594,0.244032636284828,-0.485186159610748,-0.839668035507202,-0.000217384294955991,-1408.66231918335,501.615405082703,363.211035728455
4.524,39.3825599806863,399.990737438202,8656.47888183594,0.252086997032166,-0.484165489673615,-0.837875843048096,-0.00022349959181156,-1399.80506896973,498.457551002502,360.927522182465
4.549,39.3830415090228,399.996876716614,8656.47888183594,0.260124027729034,-0.48311123251915,-0.836025714874268,-0.000229743251111358,-1390.94769954681,495.299637317657,358.644127845764
4.573,39.3835162071701,400.014847517014,8656.47888183594,0.268143206834793,-0.482023388147354,-0.834117889404297,-0.000236127685639076,-1382.08985328674,492.141664028168,356.361031532288
4.597,39.3837245279398,400.025278329849,8656.47888183594,0.276143819093704,-0.480902016162872,-0.832152485847473,-0.000242598733166233,-1373.2316493988,488.983631134033,354.078233242035
4.621,39.3843221694922,400.029271841049,8656.47888183594,0.284125506877899,-0.479747325181961,-0.830129563808441,-0.000249168981099501,-1364.37332630157,485.825687646866,351.795583963394
4.645,39.3840865279658,400.03165602684,8656.47888183594,0.292087525129318,-0.478559404611588,-0.82804936170578,-0.000255547231063247,-1355.51488399506,482.667654752731,349.512964487076
4.669,39.383994320412,400.024056434631,8656.47888183594,0.300029307603836,-0.477338403463364,-0.82591187953949,-0.000261998822679743,-1346.65656089783,479.509681463242,347.23037481308
4.694,39.3842641128842,400.027096271515,8656.47888183594,0.307950347661972,-0.476084440946579,-0.82371723651886,-0.000268496078206226,-1337.7982378006,476.351648569107,344.947725534439
4.718,39.3839465090878,400.022566318512,8656.47888183594,0.315850049257278,-0.474797636270523,-0.821465671062469,-0.000274824997177348,-1328.94003391266,473.19370508194,342.664897441864
4.742,39.383813320399,400.0184237957,8656.47888183594,0.323727965354919,-0.473478138446808,-0.819157242774963,-0.000281127460766584,-1320.08194923401,470.03573179245,340.381950139999
4.766,39.3833352071571,400.010764598846,8656.47888183594,0.331583380699158,-0.472126036882401,-0.816792130470276,-0.000287301372736692,-1311.22422218323,466.877788305283,338.098764419556
4.79,39.3834308298055,400.005877017975,8656.47888183594,0.339415848255157,-0.470741450786591,-0.814370453357697,-0.000293387420242652,-1302.36661434174,463.719844818115,335.815399885178
4.815,39.3830449241174,399.998515844345,8656.47888183594,0.347224801778793,-0.469324439764023,-0.811892509460449,-0.000299355888273567,-1293.50936412811,460.56193113327,333.531826734543
4.839,39.383212263752,399.989187717438,8656.47888183594,0.355009734630585,-0.467875123023987,-0.809358298778534,-0.000305283669149503,-1284.65235233307,457.403987646103,331.248044967651
4.863,39.3828878297664,399.98197555542,8656.47888183594,0.362770080566406,-0.46639358997345,-0.806768119335175,-0.000311099021928385,-1275.79545974731,454.24610376358,328.964114189148
4.887,39.3823414146328,399.977624416351,8656.47888183594,0.37050524353981,-0.464879930019379,-0.804122149944305,-0.000316799792926759,-1266.93880558014,451.088219881058,326.680034399033
4.911,39.3821979806603,399.974972009659,8656.47888183594,0.378214806318283,-0.463334172964096,-0.801420569419861,-0.000322487292578444,-1258.08215141296,447.930306196213,324.39586520195
4.936,39.3822765278357,399.973630905151,8656.47888183594,0.385898262262344,-0.461756438016891,-0.79866349697113,-0.000328127323882654,-1249.22561645508,444.772392511368,322.111636400223
4.96,39.3823858108625,399.973481893539,8656.47888183594,0.393555045127869,-0.460146754980087,-0.795851290225983,-0.000333817064529285,-1240.36908149719,441.614508628845,319.82746720314
4.984,39.3823858108625,399.976044893265,8656.47888183594,0.401184558868408,-0.458505183458328,-0.792984127998352,-0.000339503691066056,-1231.51242733002,438.456594944,317.543417215347
5.008,39.3828809995773,399.985283613205,8656.47888183594,0.408786505460739,-0.456831812858582,-0.790062129497528,-0.000345203123288229,-1222.65553474426,435.29862165451,315.259516239166
5.032,39.3832293392249,399.995505809784,8656.47888183594,0.416360229253769,-0.455126643180847,-0.787085652351379,-0.000350999558577314,-1213.79828453064,432.140678167343,312.975913286209
5.057,39.3832054335628,400.004506111145,8656.47888183594,0.42390513420105,-0.453389763832092,-0.78405487537384,-0.000356730335624889,-1204.94067668915,428.982824087143,310.692697763443
5.081,39.383171282617,400.006651878357,8656.47888183594,0.431420773267746,-0.451621294021606,-0.78097003698349,-0.000362739694537595,-1196.08283042908,425.82505941391,308.409959077835
5.105,39.3830927354415,400.007694959641,8656.47888183594,0.43890655040741,-0.449821501970291,-0.777831315994263,-0.000368653476471081,-1187.22498416901,422.667354345322,306.127458810806
5.129,39.3831473769549,400.009512901306,8656.47888183594,0.446362048387527,-0.447990506887436,-0.774638831615448,-0.000374563358491287,-1178.36689949036,419.509768486023,303.845077753067
5.153,39.3829253958069,400.008767843246,8656.47888183594,0.453786551952362,-0.44612854719162,-0.77139288187027,-0.000380507641239092,-1169.508934021,416.352152824402,301.562815904617
5.177,39.3833591128192,400.002777576447,8656.47888183594,0.461179852485657,-0.444235742092133,-0.768093466758728,-0.000386342784622684,-1160.65096855164,413.194566965103,299.280434846878
5.202,39.3834888864134,400.010287761688,8656.47888183594,0.468541204929352,-0.442312300205231,-0.764741003513336,-0.000392172019928694,-1151.79288387299,410.036861896515,296.997964382172
5.226,39.3834205845217,400.009989738464,8656.47888183594,0.475870192050934,-0.440358400344849,-0.761335611343384,-0.00039800355443731,-1142.93503761292,406.879186630249,294.715315103531
5.25,39.3836391505751,400.005012750626,8656.47888183594,0.4831662774086,-0.438374161720276,-0.757877469062805,-0.000403745216317475,-1134.07731056213,403.721392154694,292.432427406311
5.274,39.3837074524669,400.004982948303,8656.47888183594,0.490428984165192,-0.436359733343124,-0.754366874694824,-0.000409287546062842,-1125.21970272064,400.563567876816,290.149301290512
5.298,39.383212263752,400.00119805336,8656.47888183594,0.497657716274261,-0.434315323829651,-0.750804126262665,-0.000414806389017031,-1116.36221408844,397.405654191971,287.865877151489
5.323,39.3827614712668,400.002419948578,8656.47888183594,0.504852056503296,-0.4322409927845,-0.747189342975616,-0.000420261261751875,-1107.50484466553,394.247621297836,285.582214593887
5.347,39.3836289052914,400.000512599945,8656.47888183594,0.512011647224426,-0.430136948823929,-0.743522763252258,-0.000425813370384276,-1098.64771366119,391.089528799057,283.298313617706
5.371,39.3831746977116,399.999797344208,8656.47888183594,0.519135773181915,-0.428003281354904,-0.739804744720459,-0.000431040767580271,-1089.79058265686,387.931406497955,281.014144420624
5.395,39.3836425656697,399.996250867844,8656.47888183594,0.52622401714325,-0.425840109586716,-0.736035525798798,-0.000436415721196681,-1080.93357086182,384.773135185242,278.729826211929
5.419,39.3831951882791,399.997889995575,8656.47888183594,0.533275783061981,-0.423647552728653,-0.732215464115143,-0.000441615411546081,-1072.07667827606,381.614863872528,276.445358991623
5.444,39.3838440562502,399.996221065521,8656.47888183594,0.540290892124176,-0.421425759792328,-0.728344619274139,-0.000446896330686286,-1063.21978569031,378.456562757492,274.160861968994
5.468,39.383130301482,399.998545646667,8656.47888183594,0.547268450260162,-0.419174790382385,-0.724423587322235,-0.000452095031505451,-1054.36289310455,375.298261642456,271.87642455101
5.492,39.3834069241434,399.996995925903,8656.47888183594,0.554208278656006,-0.416894793510437,-0.720452427864075,-0.000457221991382539,-1045.50588130951,372.140020132065,269.592076539993
5.516,39.383171282617,399.99783039093,8656.47888183594,0.561109781265259,-0.414585828781128,-0.716431558132172,-0.000462526397313923,-1036.64875030518,368.981838226318,267.3080265522
5.54,39.3831576222387,399.994194507599,8656.47888183594,0.567972421646118,-0.412248075008392,-0.712361335754395,-0.000467758596641943,-1027.79161930084,365.823835134506,265.024334192276
5.565,39.381665225905,399.982899427414,8656.47888183594,0.574795484542847,-0.409881621599197,-0.708242177963257,-0.000472916435683146,-1018.93448829651,362.666100263596,262.741178274155
5.589,39.3823858108625,399.984329938889,8656.47888183594,0.581578969955444,-0.4074866771698,-0.704074025154114,-0.000478153786389157,-1010.07723808289,359.508514404297,260.45835018158
5.613,39.3823653202949,399.986684322357,8656.47888183594,0.588322281837463,-0.405063480138779,-0.699857294559479,-0.000483218056615442,-1001.21974945068,356.351017951965,258.175671100616
5.637,39.3822560372682,399.985939264297,8656.47888183594,0.59502500295639,-0.402612209320068,-0.695592164993286,-0.000488354649860412,-992.362380027771,353.193581104279,255.893170833588
5.661,39.3821057731065,399.982988834381,8656.47888183594,0.601686418056488,-0.400133103132248,-0.691279053688049,-0.000493314932100475,-983.505010604858,350.036174058914,253.610730171204
