altimeterSetting,cloudBase,cloudCeiling,cloudCover,dewPoint,freezingRainIntensity,humidity,precipitationProbability,pressureSeaLevel,pressureSurfaceLevel,rainIntensity,sleetIntensity,snowIntensity,temperature,temperatureApparent,uvHealthConcern,uvIndex,visibility,weatherCode,windDirection,windGust,windSpeed
1016.7,0.87,1.1,100,0.5,0,91,15,1018.26,981.42,0,0,0.19,1.84,-2.2,0,0,7,5001,14,8,4.2
